Test Time(ms),Current (A),Inlet Temp,Outlet Temp,Thermocouple Temp,Average Tab Temp,Test Time (s)
3958870,14.0161,23.9228298,25.1285302,25.4597,24.52568,1586.24
3959870,14.0159,23.8712317,25.3538854,25.3187,24.61255855,1587.24
3960870,14.0159,24.0756972,24.8453536,25.3567,24.4605254,1588.24
3961870,14.016,24.0121095,25.1130688,25.3426,24.56258915,1589.24
3962870,14.0158,24.062423,24.7170028,25.3516,24.3897129,1590.24
3963870,14.0159,24.3859281,24.8940676,25.4026,24.63999785,1591.24
3964870,14.0159,24.0405848,25.1941882,25.3898,24.6173865,1592.24
3965870,14.0157,24.0707729,24.7775776,25.3884,24.42417525,1593.24
3966870,14.0159,24.0583551,24.8807242,25.3917,24.46953965,1594.24
3967870,14.0159,24.0673473,25.400905,25.4388,24.73412615,1595.24
3968870,14.0159,23.942527,24.902116,25.4173,24.4223215,1596.24
3969870,14.016,24.0198171,24.7991812,25.3512,24.40949915,1597.24
3970870,14.0159,23.9686472,24.8243854,25.4419,24.3965163,1598.24
3971870,14.0158,24.09882,24.8339164,25.3454,24.4663682,1599.24
3972870,14.0159,23.9487359,24.7627516,25.3445,24.35574375,1600.24
3973870,14.0158,23.9872739,24.9485002,25.3577,24.46788705,1601.24
3974870,14.0159,24.0823343,24.8051116,25.4447,24.44372295,1602.24
3975870,14.0158,24.0020468,24.9777286,25.4332,24.4898877,1603.24
3976870,14.0159,24.1836036,24.9961552,25.4512,24.5898794,1604.24
3977870,14.0158,24.1210864,24.9093172,25.4847,24.5152018,1605.24
3978870,14.0158,24.0919688,25.0349146,25.4422,24.5634417,1606.24
3979870,14.016,24.0048301,24.978364,25.4599,24.49159705,1607.24
3980870,14.0159,24.0810497,24.9870478,25.4547,24.53404875,1608.24
3981870,14.0158,24.3409671,25.307713,25.4507,24.82434005,1609.24
3982870,14.0158,24.1561988,25.0550356,25.4899,24.6056172,1610.24
3983870,14.0158,23.9769971,24.9512536,25.4574,24.46412535,1611.24
3984870,14.0158,24.0275247,24.9429934,25.4616,24.48525905,1612.24
3985870,14.0159,24.1236556,25.0042036,25.4463,24.5639296,1613.24
3986870,14.0158,24.1964496,24.8508604,25.4279,24.523655,1614.24
3987870,14.0158,24.3227686,24.8622976,25.4961,24.5925331,1615.24
3988870,14.0158,24.1711858,24.9205426,25.4344,24.5458642,1616.24
3989870,14.0159,24.0979636,25.0020856,25.4856,24.5500246,1617.24
3990870,14.0159,24.1120942,25.047199,25.4654,24.5796466,1618.24
3991870,14.016,24.197306,24.9160948,25.5046,24.5567004,1619.24
3992870,14.0158,24.1581257,24.9376984,25.4426,24.54791205,1620.24
3993870,14.0158,24.2634629,24.915883,25.455,24.58967295,1621.24
3994870,14.0159,24.3683719,24.9182128,25.4528,24.64329235,1622.24
3995870,14.0158,24.2628206,24.8582734,25.4714,24.560547,1623.24
3996870,14.0158,24.2424811,25.3240216,25.5258,24.78325135,1624.24
3997870,14.0159,24.0804074,24.9864124,25.4888,24.5334099,1625.24
3998870,14.0159,24.2493323,24.9271084,25.446,24.58822035,1626.24
3999870,14.016,24.1467784,24.9207544,25.5457,24.5337664,1627.24
4000870,14.0159,24.0493629,24.9713746,25.5579,24.51036875,1628.24
4001870,14.0159,24.2257813,25.3875616,25.5303,24.80667145,1629.24
4002870,14.016,24.2289928,24.9218134,25.5138,24.5754031,1630.24
4003870,14.0158,24.2694577,24.9012688,25.463,24.58536325,1631.24
4004870,14.0157,24.1433528,24.8646274,25.4837,24.5039901,1632.24
4005870,14.0159,24.1512745,24.875641,25.4662,24.51345775,1633.24
4006870,14.0159,24.5325866,24.8781826,25.511,24.7053846,1634.24
4007870,14.0158,24.1476348,24.8625094,25.4311,24.5050721,1635.24
4008870,14.0158,24.1489194,24.8281978,25.5481,24.4885586,1636.24
4009870,14.0159,24.2137917,24.8595442,25.5311,24.53666795,1637.24
4010870,14.0158,24.1290081,24.880936,25.5221,24.50497205,1638.24
4011870,14.016,24.0228145,24.9235078,25.5512,24.47316115,1639.24
4012870,14.0158,24.1026738,24.8059588,25.5437,24.4543163,1640.24
4013870,14.0159,24.0968931,24.822691,25.5281,24.45979205,1641.24
4014870,14.0158,24.0656345,24.8944912,25.5389,24.48006285,1642.24
4015870,14.0158,24.0600679,24.9542188,25.5505,24.50714335,1643.24
4016870,14.016,24.3045701,24.860815,25.5113,24.58269255,1644.24
4017870,14.0158,23.9943392,24.8339164,25.5382,24.4141278,1645.24
4018870,14.0158,24.0123236,24.8557318,25.5442,24.4340277,1646.24
