Test Time(ms),Current(A),Inlet Temp,Outlet Temp,Thermocouple Temperature,Average Tab Temp,Test Time (s)
12294050,41.9839,34.8901023,36.5284534,27.3617,35.70927785,6221.82
12295050,41.9839,35.1373878,36.508756,27.3772,35.8230719,6222.82
12296050,41.9839,34.9932985,36.6258814,27.3659,35.80958995,6223.82
12297050,41.9839,34.823089,36.6457906,27.4081,35.7344398,6224.82
12298050,41.984,35.1598683,36.8194666,27.4183,35.98966745,6225.82
12299050,41.984,35.1348186,36.847636,27.3982,35.9912273,6226.82
12300050,41.984,35.1547299,36.752326,27.387,35.95352795,6227.82
12301050,41.9841,35.0204892,36.9689974,27.3868,35.9947433,6228.82
12302050,41.9839,35.1354609,37.0058506,27.3243,36.07065575,6229.82
12303050,41.984,35.2270957,36.9031276,27.3262,36.06511165,6230.82
12304050,41.9839,35.3758952,37.0401622,27.3544,36.2080287,6231.82
12305050,41.9839,35.6261781,37.0172878,27.3162,36.32173295,6232.82
12306050,41.984,35.2050434,37.2555628,27.3401,36.2303031,6233.82
12307050,41.9841,35.3275086,37.0725676,27.454,36.2000381,6234.82
12308050,41.984,35.578862,37.10815,27.2964,36.343506,6235.82
12309050,41.984,35.5236242,37.099678,27.3381,36.3116511,6236.82
12310050,41.984,35.4103653,37.1227642,27.3242,36.26656475,6237.82
12311050,41.9841,35.9051504,37.1369548,27.3595,36.5210526,6238.82
12312050,41.9839,35.4238536,37.221463,27.3601,36.3226583,6239.82
12313050,41.9839,35.5347574,37.4955322,27.3264,36.5151448,6240.82
12314050,41.9841,35.6985439,37.0810396,27.3324,36.38979175,6241.82
12315050,41.984,35.5979169,37.3481194,27.3213,36.47301815,6242.82
12316050,41.9841,35.6700686,37.3339288,27.4004,36.5019987,6243.82
12317050,41.9839,35.7739071,37.3902676,27.407,36.58208735,6244.82
12318050,41.984,36.0342527,37.3360468,27.3437,36.68514975,6245.82
12319050,41.984,35.7467164,37.6226122,27.3295,36.6846643,6246.82
12320050,41.984,35.7923197,37.3023706,27.3207,36.54734515,6247.82
12321050,41.9841,35.897871,37.3796776,27.3847,36.6387743,6248.82
12322050,41.984,35.8582625,37.4701162,27.3332,36.66418935,6249.82
12323050,41.984,35.9160695,37.4690572,27.3116,36.69256335,6250.82
12324050,41.984,35.9072914,37.7200402,27.3979,36.8136658,6251.82
12325050,41.984,36.064869,37.7122036,27.3654,36.8885363,6252.82
12326050,41.984,36.1798407,37.7751082,27.3946,36.97747445,6253.82
12327050,41.984,35.9319129,37.8001006,27.3402,36.86600675,6254.82
12328050,41.984,36.0781432,37.7829448,27.3917,36.930544,6255.82
12329050,41.984,35.9019389,37.7704486,27.3628,36.83619375,6256.82
12330050,41.9841,36.4296954,37.973353,27.3646,37.2015242,6257.82
12331050,41.9841,35.9925032,38.125849,27.3428,37.0591761,6258.82
12332050,41.984,36.2138826,38.0345632,27.3221,37.1242229,6259.82
12333050,41.984,36.1344515,38.127967,27.4,37.13120925,6260.82
12334050,41.9841,36.3097994,38.166091,27.3275,37.2379452,6261.82
12335050,41.984,36.2528488,38.159737,27.3554,37.2062929,6262.82
12336050,41.984,36.2564885,37.9517494,27.2957,37.10411895,6263.82
12337050,41.984,36.2250158,37.9805542,27.361,37.102785,6264.82
12338050,41.9842,36.2239453,38.2440334,27.3378,37.23398935,6265.82
12339050,41.984,36.2260863,37.9322638,27.318,37.07917505,6266.82
12340050,41.984,36.3455541,38.0661214,27.3296,37.20583775,6267.82
12341050,41.984,36.3939407,37.918285,27.3571,37.15611285,6268.82
12342050,41.984,36.3207185,38.243398,27.3915,37.28205825,6269.82
12343050,41.984,36.2245876,37.9784362,27.2955,37.1015119,6270.82
12344050,41.9841,36.4678052,38.1855766,27.3307,37.3266909,6271.82
12345050,41.9841,36.4318364,38.0233378,27.3296,37.2275871,6272.82
12346050,41.984,36.3652513,38.2048504,27.4066,37.28505085,6273.82
12347050,41.984,36.6298789,38.0839126,27.3175,37.35689575,6274.82
12348050,41.984,36.3847344,38.0822182,27.3452,37.2334763,6275.82
12349050,41.9841,36.2117416,38.0682394,27.4265,37.1399905,6276.82
12350050,41.984,36.6913256,37.9555618,27.2725,37.3234437,6277.82
12351050,41.9839,36.6157483,38.1118702,27.3333,37.36380925,6278.82
12352050,41.9839,36.3810947,38.3092678,27.344,37.34518125,6279.82
12353050,41.9841,36.5153354,38.15656,27.3347,37.3359477,6280.82
12354050,41.9842,36.4560297,38.1561364,27.3197,37.30608305,6281.82
12354210,41.9842,36.4560297,38.1561364,27.3197,37.30608305,6281.98
12354310,14.0144,36.4560297,38.1561364,27.3197,37.30608305,6282.08
12355210,14.0128,36.7375712,38.1747748,27.3349,37.456173,6282.98
12356210,14.0153,36.3686769,38.3001604,27.2756,37.33441865,6283.98
12357210,14.0156,36.9082089,38.248693,27.2806,37.57845095,6284.98
12358210,14.0156,36.5067714,38.3113858,27.4193,37.4090786,6285.98
12359210,14.0157,36.5714296,38.2347142,27.3223,37.4030719,6286.98
12360210,14.0156,36.7302918,38.243398,27.4106,37.4868449,6287.98
12361210,14.0158,36.7688298,38.2961362,27.3631,37.532483,6288.98
12362210,14.0157,36.5489491,38.2711438,27.379,37.41004645,6289.98
12363210,14.0158,36.7645478,38.2522936,27.3475,37.5084207,6290.98
12364210,14.0157,36.7011742,38.1453346,27.3589,37.4232544,6291.98
12365210,14.0157,36.4945677,38.3452738,27.3976,37.41992075,6292.98
12366210,14.0157,36.4279826,38.0595556,27.3486,37.2437691,6293.98
12367210,14.0156,36.4466093,38.151265,27.2837,37.29893715,6294.98
12368210,14.0158,36.4742282,38.0034286,27.3528,37.2388284,6295.98
12369210,14.0156,36.4620245,38.2527172,27.3399,37.35737085,6296.98
12370210,14.0157,36.3369901,38.0129596,27.424,37.17497485,6297.98
12371210,14.0156,36.229726,37.9974982,27.3361,37.1136121,6298.98
12372210,14.0157,36.2556321,38.0227024,27.3514,37.13916725,6299.98
12373210,14.0157,36.3241441,38.0637916,27.4884,37.19396785,6300.98
12374210,14.0157,36.3479092,38.131144,27.3226,37.2395266,6301.98
12375210,14.0158,36.3078725,38.0205844,27.3157,37.16422845,6302.98
12376210,14.0157,36.2579872,37.9610686,27.3475,37.1095279,6303.98
12377210,14.0157,36.2271568,38.1656674,27.4018,37.1964121,6304.98
12378210,14.0157,36.4029329,37.9771654,27.3631,37.19004915,6305.98
12379210,14.0157,36.3922279,38.1912952,27.3005,37.29176155,6306.98
12380210,14.0157,36.2421438,38.0377402,27.3113,37.139942,6307.98
12381210,14.0159,36.2335798,38.1296614,27.3524,37.1816206,6308.98
12382210,14.0158,36.1231042,38.0332924,27.3551,37.0781983,6309.98
12383210,14.0156,36.1854073,37.7801914,27.3389,36.98279935,6310.98
12384210,14.0157,36.2235171,37.9481488,27.4017,37.08583295,6311.98
12385210,14.0157,36.0914174,37.8678766,27.3214,36.979647,6312.98
12386210,14.0157,35.9820123,37.8767722,27.4446,36.92939225,6313.98
12387210,14.0157,36.2209479,37.7545636,27.3011,36.98775575,6314.98
12388210,14.0157,36.206175,37.718134,27.3637,36.9621545,6315.98
12389210,14.0158,35.9695945,37.7272414,27.3818,36.84841795,6316.98
12390210,14.0157,36.3588283,37.646122,27.3247,37.00247515,6317.98
12391210,14.0159,35.9246335,37.7835802,27.4312,36.85410685,6318.98
12392210,14.0158,36.2547757,37.6420978,27.3959,36.94843675,6319.98
12393210,14.0157,35.9381218,37.7007664,27.4033,36.8194441,6320.98
12394210,14.0158,36.0909892,37.8365302,27.3341,36.9637597,6321.98
12395210,14.0158,36.0511666,37.613293,27.3224,36.8322298,6322.98
12396210,14.0157,35.9374795,37.5495412,27.4036,36.74351035,6323.98
12397210,14.0157,36.1802689,37.8657586,27.3266,37.02301375,6324.98
12398210,14.0156,36.0989109,37.7278768,27.4104,36.91339385,6325.98
12399210,14.0156,35.8985133,37.6120222,27.2772,36.75526775,6326.98
12400210,14.0158,36.0224772,37.7066968,27.3454,36.864587,6327.98
12401210,14.0157,35.8965864,37.670479,27.3285,36.7835327,6328.98
12402210,14.0157,35.9766598,37.685305,27.3228,36.8309824,6329.98
12403210,14.0156,36.0882059,37.557166,27.3962,36.82268595,6330.98
12404210,14.0157,36.2312247,37.547635,27.4194,36.88942985,6331.98
12405210,14.0156,35.8561215,37.5887242,27.4503,36.72242285,6332.98
12406210,14.0156,35.9805136,37.668361,27.3917,36.8244373,6333.98
12407210,14.0158,35.9366231,37.459738,27.3902,36.69818055,6334.98
12408210,14.0158,35.8180117,37.4932024,27.3685,36.65560705,6335.98
12409210,14.0158,35.8066644,37.347484,27.4416,36.5770742,6336.98
12410210,14.0156,35.8347115,37.480918,27.3878,36.65781475,6337.98
12411210,14.0156,35.7133168,37.6124458,27.3899,36.6628813,6338.98
12412210,14.0157,35.6428779,37.529632,27.3512,36.58625495,6339.98
12413210,14.0156,35.7706956,37.7314774,27.3778,36.7510865,6340.98
12414210,14.0157,35.6362408,37.4622796,27.2925,36.5492602,6341.98
12415210,14.0158,35.7833275,37.5351388,27.346,36.65923315,6342.98
12416210,14.0158,35.6480163,37.4900254,27.4105,36.56902085,6343.98
12417210,14.0157,35.8392076,37.6160464,27.3232,36.727627,6344.98
12418210,14.0158,35.8407063,37.3841254,27.3867,36.61241585,6345.98
12419210,14.0157,35.8113746,37.3095718,27.3536,36.5604732,6346.98
12420210,14.0157,35.6030553,37.4165308,27.3055,36.50979305,6347.98
12421210,14.0156,35.518914,37.441735,27.3334,36.4803245,6348.98
12422210,14.0158,35.8820276,37.3212208,27.3188,36.6016242,6349.98
12423210,14.0157,35.760847,37.358074,27.2927,36.5594605,6350.98
12424210,14.0158,35.5825017,37.4093296,27.4015,36.49591565,6351.98
12425210,14.0158,35.8948736,37.2081196,27.3034,36.5514966,6352.98
12426210,14.0156,35.6229666,37.3034296,27.3284,36.4631981,6353.98
12427210,14.0157,35.7366537,37.2343828,27.4349,36.48551825,6354.98
12428210,14.0157,35.5501726,37.162159,27.3527,36.3561658,6355.98
12429210,14.0157,35.8848109,37.2873328,27.4545,36.58607185,6356.98
12430210,14.0158,35.8625445,37.1257294,27.3328,36.49413695,6357.98
12431210,14.0158,35.6490868,37.253233,27.3657,36.4511599,6358.98
12432210,14.0156,35.5801466,37.1962588,27.383,36.3882027,6359.98
12433210,14.0157,35.4262087,37.3424008,27.3211,36.38430475,6360.98
12434210,14.0158,35.5114205,37.2473026,27.4056,36.37936155,6361.98
12435210,14.0157,35.4900105,37.2653056,27.3746,36.37765805,6362.98
12436210,14.0158,35.6737083,37.2958048,27.3601,36.48475655,6363.98
12437210,14.0158,35.6882671,37.2557746,27.3204,36.47202085,6364.98
12438210,14.0156,35.4780209,37.254292,27.4201,36.36615645,6365.98
12439210,14.0157,35.6996144,37.1723254,27.394,36.4359699,6366.98
12440210,14.0157,35.3895976,37.0818868,27.3752,36.2357422,6367.98
12441210,14.0157,35.533901,37.1513572,27.4504,36.3426291,6368.98
12442210,14.0157,35.7285179,37.223581,27.4336,36.47604945,6369.98
12443210,14.0157,35.5717967,37.2324766,27.3911,36.40213665,6370.98
12444210,14.0155,35.3823182,37.0717204,27.3398,36.2270193,6371.98
12445210,14.0157,35.4638903,37.2784372,27.3886,36.37116375,6372.98
12446210,14.0157,35.5191281,37.158982,27.4237,36.33905505,6373.98
12447210,14.0157,35.4698851,37.1164102,27.4333,36.29314765,6374.98
12448210,14.0157,35.3780362,37.2064252,27.3161,36.2922307,6375.98
12449210,14.0157,35.7390088,37.1725372,27.4066,36.455773,6376.98
12450210,14.0158,35.5677288,37.1774086,27.3157,36.3725687,6377.98
12451210,14.0158,35.1560145,37.2337474,27.4002,36.19488095,6378.98
12452210,14.0158,35.5120628,37.3457896,27.4093,36.4289262,6379.98
12453210,14.0156,35.3105947,37.0649428,27.3655,36.18776875,6380.98
12454210,14.0157,35.4155037,37.0098748,27.4718,36.21268925,6381.98
12455210,14.0158,35.283404,37.2163798,27.4433,36.2498919,6382.98
12456210,14.0157,35.144239,37.1142922,27.4309,36.1292656,6383.98
12457210,14.0159,35.4007308,36.9442168,27.3838,36.1724738,6384.98
12458210,14.0158,35.38189,37.019194,27.3791,36.200542,6385.98
12459210,14.0158,35.4409816,37.1363194,27.4618,36.2886505,6386.98
12460210,14.0157,35.2485057,37.2642466,27.3285,36.25637615,6387.98
12461210,14.0157,35.324083,37.0388914,27.3614,36.1814872,6388.98
12462210,14.0157,35.1397429,36.9965314,27.4405,36.06813715,6389.98
12463210,14.0156,35.1919833,37.0416448,27.4178,36.11681405,6390.98
12464210,14.0158,35.178495,36.9262138,27.4129,36.0523544,6391.98
12465210,14.0157,35.0303378,36.8855482,27.3867,35.957943,6392.98
12466210,14.0157,35.1851321,37.147333,27.4448,36.16623255,6393.98
12467210,14.0156,35.0376172,37.1437324,27.4732,36.0906748,6394.98
12468210,14.0156,35.0433979,36.9266374,27.4364,35.98501765,6395.98
12469210,14.0155,35.0530324,36.7775302,27.4408,35.9152813,6396.98
12470210,14.0156,35.2133933,36.823279,27.3923,36.01833615,6397.98
12471210,14.0158,35.2688452,36.9698446,27.4184,36.1193449,6398.98
12472210,14.0156,35.1125522,37.0198294,27.3684,36.0661908,6399.98
12473210,14.0157,35.1435967,36.9063046,27.3576,36.02495065,6400.98
12474210,14.0158,35.0887871,36.9075754,27.3958,35.99818125,6401.98
12475210,14.0158,35.1352468,36.7836724,27.4051,35.9594596,6402.98
12476210,14.0158,35.0335493,37.2233692,27.3493,36.12845925,6403.98
12477210,14.0156,35.0281968,37.058377,27.4161,36.0432869,6404.98
12478210,14.0159,35.2602812,36.7588918,27.3824,36.0095865,6405.98
12479210,14.0158,35.1337481,36.8101474,27.442,35.97194775,6406.98
12480210,14.0157,35.1590119,37.1306008,27.4051,36.14480635,6407.98
12481210,14.0157,35.1560145,36.7362292,27.4263,35.94612185,6408.98
12482210,14.0157,35.0776539,36.6123262,27.4046,35.84499005,6409.98
12483210,14.0158,35.1911269,36.7362292,27.3843,35.96367805,6410.98
12484210,14.0157,35.281263,36.8046406,27.3593,36.0429518,6411.98
12485210,14.0158,35.0932832,36.6457906,27.2708,35.8695369,6412.98
12486210,14.0157,34.9746718,36.7095424,27.3534,35.8421071,6413.98
12487210,14.0157,34.9693193,36.761857,27.4022,35.86558815,6414.98
12488210,14.0158,34.9421286,36.6959872,27.4736,35.8190579,6415.98
12489210,14.0157,35.1510902,36.7927798,27.2957,35.971935,6416.98
12490210,14.0158,35.0001497,36.559588,27.3142,35.77986885,6417.98
12491210,14.0158,34.9830217,36.8226436,27.3904,35.90283265,6418.98
12492210,14.0157,35.030766,36.7370764,27.3653,35.8839212,6419.98
12493210,14.0157,34.9785256,36.6786196,27.4029,35.8285726,6420.98
12494210,14.0158,35.1847039,36.8061232,27.4607,35.99541355,6421.98
12495210,14.0157,34.8245877,36.7646104,27.4807,35.79459905,6422.98
12496210,14.0157,34.9389171,36.6036424,27.4498,35.77127975,6423.98
12497210,14.0158,34.9333505,36.7275454,27.3594,35.83044795,6424.98
12498210,14.0157,35.2549287,36.6807376,27.4116,35.96783315,6425.98
12499210,14.0158,35.1294661,36.6688768,27.3779,35.89917145,6426.98
12500210,14.0157,34.913011,36.6102082,27.3553,35.7616096,6427.98
12501210,14.0157,35.1386724,36.7391944,27.3897,35.9389334,6428.98
12502210,14.0158,34.8759717,36.8700868,27.3976,35.87302925,6429.98
12503210,14.0158,35.3863861,36.5811916,27.3997,35.98378885,6430.98
12504210,14.0157,35.204187,36.4852462,27.4458,35.8447166,6431.98
12505210,14.0157,35.2810489,36.8234908,27.2603,36.05226985,6432.98
12506210,14.0157,35.0412569,36.7144138,27.4263,35.87783535,6433.98
12507210,14.0157,35.2476493,36.7360174,27.4559,35.99183335,6434.98
12508210,14.0158,35.3330752,36.952477,27.4392,36.1427761,6435.98
12509210,14.0157,35.1307507,36.7779538,27.3449,35.95435225,6436.98
12510210,14.0157,35.1493774,36.556411,27.4227,35.8528942,6437.98
12511210,14.0158,35.1337481,36.65278,27.4094,35.89326405,6438.98
12512210,14.0158,35.0750847,36.7474546,27.4384,35.91126965,6439.98
12513210,14.0157,35.4352009,36.7800718,27.453,36.10763635,6440.98
12514210,14.0158,35.0823641,36.5492098,27.3292,35.81578695,6441.98
12515210,14.0157,34.981523,36.609361,27.3786,35.795442,6442.98
12516210,14.0157,35.2431532,36.7728706,27.4041,36.0080119,6443.98
12517210,14.0157,35.3148767,36.8048524,27.3671,36.05986455,6444.98
12518210,14.0156,35.3309342,36.5307832,27.3523,35.9308587,6445.98
12519210,14.0154,35.2296649,36.6288466,27.4195,35.92925575,6446.98
12520210,14.0157,35.0896435,36.9891184,27.3905,36.03938095,6447.98
12521210,14.0157,34.908729,36.7375,27.4743,35.8231145,6448.98
12522210,14.0156,35.1994768,36.6076666,27.3761,35.9035717,6449.98
12523210,14.0157,34.7513655,36.7415242,27.4177,35.74644485,6450.98
12524210,14.0157,34.9138674,36.702553,27.3967,35.8082102,6451.98
12525210,14.0157,35.1774245,36.6203746,27.3778,35.89889955,6452.98
12526210,14.0157,34.9975805,36.9410398,27.4774,35.96931015,6453.98
12527210,14.0157,35.1129804,36.635836,27.3931,35.8744082,6454.98
12528210,14.0157,34.8993086,36.5634004,27.4323,35.7313545,6455.98
12529210,14.0156,34.8254441,36.6502384,27.4323,35.73784125,6456.98
12530210,14.0158,34.8965253,36.5911462,27.4054,35.74383575,6457.98
12531210,14.0155,34.7470835,36.647485,27.4479,35.69728425,6458.98
12532210,14.0156,35.2339469,36.6938692,27.4295,35.96390805,6459.98
12533210,14.0158,34.8265146,36.6705712,27.448,35.7485429,6460.98
12534210,14.0156,34.7894753,36.6057604,27.4413,35.69761785,6461.98
12535210,14.0158,34.8367914,36.4945654,27.3441,35.6656784,6462.98
12536210,14.0157,34.8753294,36.5381962,27.4378,35.7067628,6463.98
12537210,14.0158,34.8592719,36.7106014,27.3356,35.78493665,6464.98
12538210,14.0157,34.8297261,36.5125684,27.371,35.67114725,6465.98
12539210,14.0157,34.6912034,36.6991642,27.3672,35.6951838,6466.98
12540210,14.0158,34.7599295,36.5646712,27.3157,35.66230035,6467.98
12541210,14.0158,35.0718732,36.6837028,27.3873,35.877788,6468.98
12542210,14.0158,34.767423,36.5303596,27.3809,35.6488913,6469.98
12543210,14.0157,34.7415169,36.4329316,27.364,35.58722425,6470.98
12544210,14.0158,34.8999509,36.4909648,27.3972,35.69545785,6471.98
12545210,14.0158,35.0384736,36.3253372,27.3444,35.6819054,6472.98
12546210,14.0158,34.895883,36.6436726,27.3056,35.7697778,6473.98
12547210,14.0159,34.8472823,36.691963,27.4108,35.76962265,6474.98
12548210,14.0157,34.6584461,36.503461,27.3822,35.58095355,6475.98
12549210,14.0157,34.9631104,36.5991946,27.3393,35.7811525,6476.98
12550210,14.0158,34.5792291,36.6529918,27.374,35.61611045,6477.98
12551210,14.0157,34.6871355,36.6807376,27.4486,35.68393655,6478.98
12552210,14.0157,34.6599448,36.6584986,27.3981,35.6592217,6479.98
12553210,14.0157,34.7406605,36.475927,27.404,35.60829375,6480.98
12554210,14.0157,34.681783,36.868816,27.3895,35.7752995,6481.98
12555210,14.0158,34.7776998,36.4466986,27.3879,35.6121992,6482.98
12556210,14.0157,34.6864932,36.7341112,27.3885,35.7103022,6483.98
12557210,14.0157,34.7239607,36.7281808,27.3232,35.72607075,6484.98
12558210,14.0158,34.5685241,36.5144746,27.3509,35.54149935,6485.98
12559210,14.0159,34.5231349,36.5572582,27.3617,35.54019655,6486.98
12560210,14.0158,34.5379078,36.443098,27.3771,35.4905029,6487.98
12561210,14.0158,34.6854227,36.512992,27.424,35.59920735,6488.98
12562210,14.0156,34.5678818,36.5064262,27.2931,35.537154,6489.98
12563210,14.0158,34.5987122,36.354142,27.2745,35.4764271,6490.98
12564210,14.0156,34.6074903,36.7112368,27.2879,35.65936355,6491.98
12565210,14.0155,34.6897047,36.6483322,27.2837,35.66901845,6492.98
12566210,14.0157,34.6417463,36.3532948,27.3617,35.49752055,6493.98
12567210,14.0156,34.957972,36.6099964,27.3524,35.7839842,6494.98
12568210,14.0157,34.6535218,36.521464,27.3071,35.5874929,6495.98
12569210,14.0157,34.7308119,36.7156846,27.2935,35.72324825,6496.98
12570210,14.0157,34.692488,36.5074852,27.273,35.5999866,6497.98
12570400,14.0159,34.692488,36.5074852,27.273,35.5999866,6498.17
12570500,41.9832,34.692488,36.5074852,27.273,35.5999866,6498.27
12571400,41.9841,34.6652973,36.346729,27.2885,35.50601315,6499.17
12572400,41.9841,34.6456001,36.679255,27.3674,35.66242755,6500.17
12573400,41.9838,34.8177365,36.5720842,27.324,35.69491035,6501.17
12574400,41.9839,34.7055481,36.4511464,27.3826,35.57834725,6502.17
12575400,41.984,34.660373,36.5547166,27.3021,35.6075448,6503.17
12576400,41.9839,34.7361644,36.704671,27.3399,35.7204177,6504.17
12577400,41.984,34.7413028,36.5549284,27.242,35.6481156,6505.17
12578400,41.984,34.7869061,36.5303596,27.2862,35.65863285,6506.17
12579400,41.984,34.7757729,36.635836,27.2724,35.70580445,6507.17
12580400,41.9841,35.0046458,36.5716606,27.2615,35.7881532,6508.17
12581400,41.9841,34.8096007,36.7175908,27.3605,35.76359575,6509.17
12582400,41.9841,34.8494233,36.7889674,27.3094,35.81919535,6510.17
12583400,41.9839,34.9838781,36.7457602,27.2888,35.86481915,6511.17
12584400,41.9839,34.9205045,36.6981052,27.3213,35.80930485,6512.17
12585400,41.9838,35.2395135,36.6997996,27.2834,35.96965655,6513.17
12586400,41.984,35.3469917,37.1433088,27.2699,36.24515025,6514.17
12587400,41.984,35.2864014,36.6737482,27.2829,35.9800748,6515.17
12588400,41.9839,35.1874872,37.1513572,27.2975,36.1694222,6516.17
12589400,41.9839,35.2714144,36.7103896,27.3086,35.990902,6517.17
12590400,41.984,35.1716438,36.823279,27.2746,35.9974614,6518.17
12591400,41.984,35.347634,36.8103592,27.3402,36.0789966,6519.17
12592400,41.984,35.1868449,37.2176506,27.3118,36.20224775,6520.17
12593400,41.9839,35.2198163,36.915412,27.3325,36.06761415,6521.17
12594400,41.9839,35.4208562,36.946123,27.2663,36.1834896,6522.17
12595400,41.9841,35.2611376,37.1676658,27.4199,36.2144017,6523.17
12596400,41.9841,35.3812477,37.1151394,27.2627,36.24819355,6524.17
12597400,41.9841,35.5882824,37.2326884,27.2733,36.4104854,6525.17
12598400,41.984,35.4343445,37.147333,27.3206,36.29083875,6526.17
12599400,41.9839,35.3566262,37.167454,27.294,36.2620401,6527.17
12600400,41.984,35.7315153,37.146274,27.3431,36.43889465,6528.17
12601400,41.9839,35.8685393,37.2178624,27.3411,36.54320085,6529.17
12602400,41.9839,35.7345127,37.19287,27.3053,36.46369135,6530.17
12603400,41.9839,35.4955771,37.156864,27.3128,36.32622055,6531.17
12604400,41.984,35.6340998,37.2974992,27.3419,36.4657995,6532.17
12605400,41.9841,35.9325552,37.3129606,27.2917,36.6227579,6533.17
12606400,41.984,35.5632327,37.3127488,27.3375,36.43799075,6534.17
12607400,41.984,35.6385959,37.2123556,27.3384,36.42547575,6535.17
12608400,41.9838,35.6385959,37.381372,27.3013,36.50998395,6536.17
12609400,41.984,35.7146014,37.6414624,27.2995,36.6780319,6537.17
12610400,41.984,35.8670406,37.7376196,27.3363,36.8023301,6538.17
12611400,41.9839,35.7182411,37.6245184,27.4186,36.67137975,6539.17
12612400,41.9839,35.8139438,37.4135656,27.2939,36.6137547,6540.17
12613400,41.9841,35.8090195,37.689541,27.3467,36.74928025,6541.17
12614400,41.9841,36.1779138,37.6573474,27.4455,36.9176306,6542.17
12615400,41.984,35.9314847,37.6096924,27.3534,36.77058855,6543.17
12616400,41.9839,35.9027953,37.7532928,27.3959,36.82804405,6544.17
12617400,41.9839,35.9948583,37.8615226,27.3016,36.92819045,6545.17
12618400,41.9839,36.1361643,37.6279072,27.3865,36.88203575,6546.17
12619400,41.9841,36.2051045,37.6961068,27.3966,36.95060565,6547.17
12620400,41.9839,35.9845815,37.7725666,27.3606,36.87857405,6548.17
12621400,41.984,36.2218043,37.728724,27.3227,36.97526415,6549.17
12622400,41.9841,36.1188222,37.8820672,27.3775,37.0004447,6550.17
12623400,41.9839,36.2288696,37.925698,27.3001,37.0772838,6551.17
12624400,41.984,36.3592565,38.1751984,27.3776,37.26722745,6552.17
12625400,41.9839,36.2194492,38.2683904,27.3634,37.2439198,6553.17
12626400,41.9839,36.1961123,38.1722332,27.4024,37.18417275,6554.17
12627400,41.9838,36.3573296,37.8863032,27.352,37.1218164,6555.17
12628400,41.984,36.3213608,38.1885418,27.3161,37.2549513,6556.17
12629400,41.9839,36.4785102,38.3251528,27.3574,37.4018315,6557.17
12630400,41.9838,36.5714296,38.1813406,27.3637,37.3763851,6558.17
12631400,41.984,36.2834651,38.2840636,27.3535,37.28376435,6559.17
12632400,41.984,36.5228289,38.1538066,27.3748,37.33831775,6560.17
12633400,41.9838,36.5042022,38.2205236,27.3194,37.3623629,6561.17
12634400,41.9839,36.6324481,38.1074224,27.3145,37.36993525,6562.17
12635400,41.984,36.6232418,38.2859698,27.4206,37.4546058,6563.17
12636400,41.984,36.758553,38.1324148,27.3491,37.4454839,6564.17
12637400,41.984,36.7733259,38.1571954,27.3935,37.46526065,6565.17
12638400,41.984,36.5874871,38.2294192,27.3757,37.40845315,6566.17
12639400,41.9839,36.8758798,38.0701456,27.3266,37.4730127,6567.17
12640400,41.984,36.7365007,38.3065144,27.3295,37.52150755,6568.17
12641400,41.9839,36.7527723,38.3878456,27.3415,37.57030895,6569.17
12642400,41.9838,36.7011742,38.2633072,27.3859,37.4822407,6570.17
12642560,41.9839,37.0985438,38.4791314,27.35,37.7888376,6570.33
12642660,14.0144,37.0985438,38.4791314,27.35,37.7888376,6570.43
12643560,14.0159,36.7983756,38.3666656,27.2934,37.5825206,6571.33
12644560,14.0154,37.0223242,38.4321118,27.3477,37.727218,6572.33
12645560,14.0156,36.6893987,38.6693278,27.3994,37.67936325,6573.33
12646560,14.0157,36.7448506,38.3056672,27.3709,37.5252589,6574.33
12647560,14.0156,36.717874,38.4757426,27.3986,37.5968083,6575.33
12648560,14.0156,36.7557697,38.3319304,27.4267,37.54385005,6576.33
12649560,14.0156,36.7238688,38.6731402,27.365,37.6985045,6577.33
12650560,14.0157,36.7998743,38.4310528,27.4381,37.61546355,6578.33
12651560,14.0156,36.7210855,38.6210374,27.4493,37.67106145,6579.33
12652560,14.0155,36.7386417,38.5951978,27.4104,37.66691975,6580.33
12653560,14.0156,36.6656336,38.4102964,27.3103,37.537965,6581.33
12654560,14.0156,36.5928396,38.3562874,27.3941,37.4745635,6582.33
12655560,14.0158,36.696464,38.6720812,27.4248,37.6842726,6583.33
12656560,14.0157,36.6465787,38.30482,27.3901,37.47569935,6584.33
12657560,14.0156,36.7461352,38.2503874,27.3332,37.4982613,6585.33
12658560,14.0157,36.5433825,38.2525054,27.3703,37.39794395,6586.33
12659560,14.0157,36.786386,38.2717792,27.3487,37.5290826,6587.33
12660560,14.0158,36.6615657,38.2131106,27.4074,37.43733815,6588.33
12661560,14.0157,36.7647619,38.1493588,27.4133,37.45706035,6589.33
12662560,14.0156,36.4108546,38.2393738,27.4559,37.3251142,6590.33
12663560,14.0157,36.4585989,38.141734,27.3568,37.30016645,6591.33
12664560,14.0157,36.7433519,38.2522936,27.3575,37.49782275,6592.33
12665560,14.0158,36.34534,38.0661214,27.349,37.2057307,6593.33
12666560,14.0158,36.3965099,38.0817946,27.3894,37.23915225,6594.33
12667560,14.0159,36.3742435,38.0483302,27.4324,37.21128685,6595.33
12668560,14.0157,36.1980392,38.190448,27.4288,37.1942436,6596.33
12669560,14.0157,36.1828381,37.9144726,27.377,37.04865535,6597.33
